molecule,cas,best_match_url,results,query_url,query_type,Highest Development Event Status and Year,Highest Development Event Source ID,Highest Development Event Source URL,Earliest Approved Event Status and Year,Earliest Approved Event Source ID,Earliest Approved Event Source URL,conditions,phases
PHYSOSTIGMINE,57-47-6,https://drugs.ncats.io/drug/9U1VM840SP,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""57%2047%206"")",ONLY CAS,US Previously Marketed 1921,Physostigmine Salicylate U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,US Previously Marketed 1921,Physostigmine Salicylate U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Glaucoma,Approved
PHYTIC ACID,83-86-3,https://drugs.ncats.io/drug/7IGF0S7R8I,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""83%2086%203"")",ONLY CAS,US Previously Marketed 1962,Reneal by Squibb,DeHaen 1940-1975 NMEs,US Previously Marketed 1962,Reneal by Squibb,DeHaen 1940-1975 NMEs,Cancer; Bipolar disorder; Aortic valve calcification; Skin Care; Iron deficiency anemia; Manic depression; Bipolar disorder,Preclinical; Phase I; Phase III; Approved; Not Provided; Phase I; Phase I
PHYTOLACCA,336622-97-0,https://drugs.ncats.io/drug/3M9T3AX86F,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""336622%2097%200"")",ONLY CAS,,,,,,,,
PHYTOMENADIONE,79083-00-4,https://drugs.ncats.io/drug/MLF3D1712D,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""79083%2000%204"")",ONLY CAS,US Approved Rx 1983,ANDA087954,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=087954,US Previously Marketed 1940,Synkamin by Parke-Davis,DeHaen 1940-1975 NMEs,Hypoprothrombinemia; Hemorrhagic disease of newborn; Vitamin K deficiency; Hypoprothrombinemia,Approved; Approved; Approved; Approved
PHYTOSPHINGOSINE,554-62-1,https://drugs.ncats.io/drug/GIN46U9Q2Q,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""554%2062%201"")",ONLY CAS,Possibly Marketed Outside US ,"P1P AC Repair Ampoule by Phytos Co., Ltd.",https://www.drugbank.ca/drugs/DB14119,Possibly Marketed Outside US 2002,M020,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4bfbfac7-6738-4996-a152-95dfbd759154,Metabolic syndrome; Acne vulgaris; Hyperpigmentation; Skin Care,Phase II; Phase II; Basic research; Approved
PIBRENTASVIR,1353900-92-1,https://drugs.ncats.io/drug/2WU922TK3L,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""1353900%2092%201"")",ONLY CAS,US Approved Rx 2017,NDA209394,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209394,US Approved Rx 2017,NDA209394,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209394,Chronic hepatitis C,Approved
PICOLINIC ACID,98-98-6,https://drugs.ncats.io/drug/QZV2W997JQ,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""98%2098%206"")",ONLY CAS,,,,,,,Binge eating disorder; Type 2 diabetes mellitus,Phase II; Phase I
PICOSULFURIC ACID,10040-34-3,https://drugs.ncats.io/drug/95D580798S,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""10040%2034%203"")",ONLY CAS,US Approved Rx 2017,NDA209589,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209589,US Previously Marketed 2012,PREPOPIK by FERRING PHARMS INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202535,cleansing of the colon; Unknown,Approved
PIDOLIC ACID,98-79-3,https://drugs.ncats.io/drug/SZB83O1W42,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""98%2079%203"")",ONLY CAS,Possibly Marketed Outside US ,part333D,https://www.drugbank.ca/drugs/DB03088,Possibly Marketed Outside US 2002,21 CFR 333D,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=190e3e37-ad29-4e94-840a-fa982fcdaab4,Dry skin; Acne; Halitosis; Seborrhea,Approved; Approved; Phase I; Approved
PILOCARPINE,92-13-7,https://drugs.ncats.io/drug/01MI4Q9DI3,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""92%2013%207"")",ONLY CAS,US Approved Rx 2019,ANDA210384,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210384,US Previously Marketed 1921,Pilocarpine Hydrochloride U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Sjogren's syndrome; Head and neck cancer; Acute angle-closure glaucoma; Ocular hypertension; Open-angle glaucoma,Approved; Approved; Approved; Approved; Approved
PIMAVANSERIN,706779-91-1,https://drugs.ncats.io/drug/JZ963P0DIK,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""706779%2091%201"")",ONLY CAS,US Approved Rx 2024,ANDA214493,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214493,US Approved Rx 2016,NDA207318,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207318,Parkinson's disease,Approved
PIMECROLIMUS,137071-32-0,https://drugs.ncats.io/drug/7KYV510875,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""137071%2032%200"")",ONLY CAS,US Approved Rx 2018,ANDA209345,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209345,Possibly Marketed Outside US 2001,NDA021302,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e4027e5a-0f9b-4070-b196-f60172f45c4c,Atopic dermatitis,Approved
PIMOBENDAN,74150-27-9,https://drugs.ncats.io/drug/34AP3BBP9T,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""74150%2027%209"")",ONLY CAS,Possibly Marketed Outside US ,Pimobendan by CBSCHEM LIMITED,https://www.drugbank.ca/drugs/DB11450,Possibly Marketed Outside US 2007,NADA141273,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5441e5b2-cdc0-477a-bd9a-ec5f8d912281,Heart failure,Approved
PIMOZIDE,2062-78-4,https://drugs.ncats.io/drug/1HIZ4DL86F,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""2062%2078%204"")",ONLY CAS,US Approved Rx 2015,ANDA204521,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204521,US Previously Marketed 1984,ORAP by TEVA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017473,Tourette's syndrome,Approved
PINDOLOL,13523-86-9,https://drugs.ncats.io/drug/BJ4HF6IU1D,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""13523%2086%209"")",ONLY CAS,US Approved Rx 1992,ANDA074019,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074019,US Previously Marketed 1982,VISKEN by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018285,Hypertension; Hypertension,Approved; Approved
PINUS STROBUS,90082-77-2,N/A,0,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""90082%2077%202"")",ONLY CAS,,,,,,,,
PIOGLITAZONE,111025-46-8,https://drugs.ncats.io/drug/X4OV71U42S,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""111025%2046%208"")",ONLY CAS,US Approved Rx 2005,NDA021842,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021842,US Approved Rx 1999,NDA021073,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021073,X-linked adrenoleukodystrophy; Friedreich ataxia; Type 2 diabetes mellitus,Approved; Phase III; Approved
PIPECURONIUM BROMIDE,52212-02-9,https://drugs.ncats.io/drug/R6ZTY81RE1,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""52212%2002%209"")",ONLY CAS,US Previously Marketed 1990,ARDUAN by ORGANON USA INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019638,US Previously Marketed 1990,ARDUAN by ORGANON USA INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019638,Pain,Approved
PIPERACILLIN,61477-96-1,https://drugs.ncats.io/drug/9I628532GX,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""61477%2096%201"")",ONLY CAS,US Approved Rx 2017,ANDA207848,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207848,US Previously Marketed 1981,PIPRACIL by WYETH PHARMS INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050545,Intra-abdominal infections; Skin and skin structure infections; Female pelvic infections; Community-acquired pneumonia; Nosocomial pneumonia,Approved; Approved; Approved; Approved; Approved
PIPERAZINE ESTRONE SULFATE,7280-37-7,https://drugs.ncats.io/drug/SVI38UY019,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""7280%2037%207"")",ONLY CAS,US Approved Rx 1977,ANDA083220,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=083220,US Previously Marketed 1931,Theelin by Parke Davis,https://en.wikipedia.org/wiki/Estrone_(medication),Endometrial hyperplasia/carcinoma; Menopausal and postmenopausal disorder; Ovarian diseases; Precocious puberty; Amenorrhea; Infertility; Breast cancer; Prostate cancer; Obesity; Endometrial cancer; Benign breast disease; Premenstrual syndrome; Menopausal and postmenopausal disorders,Approved; Approved; Natural Metabolite; Natural Metabolite; Natural Metabolite; Natural Metabolite; Natural Metabolite; Natural Metabolite; Natural Metabolite; Natural Metabolite; Natural Metabolite; Phase III; Approved
PIPERONYL BUTOXIDE,51-03-6,https://drugs.ncats.io/drug/LWK91TU9AH,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""51%2003%206"")",ONLY CAS,US Approved OTC ,21 CFR 358.610 pediculicide piperonyl butoxide,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec358-610.xml,US Previously Marketed 2000,RID MOUSSE by BAYER HEALTHCARE LLC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021043,Pediculosis,Approved
PIPER METHYSTICUM,9000-38-8,N/A,0,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""9000%2038%208"")",ONLY CAS,,,,,,,,
PIRACETAM,7491-74-9,https://drugs.ncats.io/drug/ZH516LNZ10,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""7491%2074%209"")",ONLY CAS,Possibly Marketed Outside US ,UK NHS:Piracetam,https://tripod.nih.gov/npc/#Download,,,,Myoclonus of cortical origin; Vaso-occlusive crises in sickle cell anemia; Cognitive disorders,Approved; Approved; Approved
PIRBUTEROL,38677-81-5,https://drugs.ncats.io/drug/OG645J8RVW,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""38677%2081%205"")",ONLY CAS,US Previously Marketed 1986,MAXAIR by BAUSCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019009,US Previously Marketed 1986,MAXAIR by BAUSCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019009,Asthma,Approved
PIRFENIDONE,53179-13-8,https://drugs.ncats.io/drug/D7NLD2JX7U,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""53179%2013%208"")",ONLY CAS,US Approved Rx 2017,NDA208780,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208780,US Approved Rx 2014,NDA022535,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022535,Idiopathic pulmonary fibrosis,Approved
PIROCTONE,50650-76-5,https://drugs.ncats.io/drug/R49EFA73Q7,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""50650%2076%205"")",ONLY CAS,Possibly Marketed Outside US 2001,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=51f0e5c5-e2be-4be6-bf09-4b8da2758664,Possibly Marketed Outside US 2001,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=51f0e5c5-e2be-4be6-bf09-4b8da2758664,Myeloma; Dandruff,Preclinical; Not Provided
PIROXICAM,36322-90-4,https://drugs.ncats.io/drug/13T4O6VMAM,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""36322%2090%204"")",ONLY CAS,US Approved Rx 2016,ANDA207938,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207938,US Approved Rx 1982,NDA018147,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018147,Rheumatoid arthritis; Osteoarthritis,Approved; Approved
PITAVASTATIN,147511-69-1,https://drugs.ncats.io/drug/M5681Q5F9P,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""147511%2069%201"")",ONLY CAS,US Approved Rx 2023,ANDA206047,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206047,US Approved Rx 2009,NDA022363,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022363,Primary hyperlipidemia; Mixed dyslipidemia,Approved; Approved
PLANTAGO MAJOR,84929-43-1,N/A,0,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""84929%2043%201"")",ONLY CAS,,,,,,,,
PLASMIN,62354-43-2,N/A,0,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""62354%2043%202"")",ONLY CAS,,,,,,,,
PLAZOMICIN,1154757-24-0,https://drugs.ncats.io/drug/LYO9XZ250J,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""1154757%2024%200"")",ONLY CAS,US Approved Rx 2018,NDA210303,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210303,US Approved Rx 2018,NDA210303,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210303,"Urinary tract infections, complicated",Approved
PLECANATIDE,467426-54-6,https://drugs.ncats.io/drug/7IK8Z952OK,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""467426%2054%206"")",ONLY CAS,US Approved Rx 2017,NDA208745,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208745,US Approved Rx 2017,NDA208745,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208745,Chronic idiopathic constipation,Approved
PLERIXAFOR,110078-46-1,https://drugs.ncats.io/drug/S915P5499N,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""110078%2046%201"")",ONLY CAS,US Approved Rx 2023,ANDA211901,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211901,US Approved Rx 2008,NDA022311,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022311,Multiple myeloma; Non-Hodgkin's lymphoma,Approved; Approved
PLICAMYCIN,18378-89-7,https://drugs.ncats.io/drug/NIJ123W41V,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""18378%2089%207"")",ONLY CAS,US Previously Marketed 1970,MITHRACIN by PFIZER,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050109,US Previously Marketed 1970,MITHRACIN by PFIZER,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050109,Hypercalcemia or hypercalciuria; Testicular cancer,Approved; Approved
PODOFILOX,518-28-5,https://drugs.ncats.io/drug/L36H50F353,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""518%2028%205"")",ONLY CAS,US Approved Rx 2002,ANDA075600,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075600,US Approved Rx 1990,NDA019795,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019795,External genital warts (Condyloma acuminatum),Approved
PODOPHYLLIN,9000-55-9,https://drugs.ncats.io/drug/16902YVY2B,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""9000%2055%209"")",ONLY CAS,US Previously Marketed ,21 CFR 310.545(a)(12)(iv)(A) laxative:stimulant laxative podophyllum resin (podophyllin),https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-545.xml,Possibly Marketed Outside US 1990,Podocon 25 by Bryant Ranch Prepack,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a13345b7-c42b-4459-b0ff-03cf91e46b7d,Condylomata acuminata,Approved
POLICOSANOL,71-23-8,https://drugs.ncats.io/drug/96F264O9SV,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""71%2023%208"")",ONLY CAS,Possibly Marketed Outside US ,part333E,https://www.drugbank.ca/drugs/DB03175,Possibly Marketed Outside US 2006,21 CFR 333E,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ec12f4d-6cb7-4154-8cf3-02d4bb8a6d9c,,
POLIDOCANOL,3055-99-0,https://drugs.ncats.io/drug/0AWH8BFG9A,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""3055%2099%200"")",ONLY CAS,US Approved Rx 2013,NDA205098,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205098,US Approved Rx 2010,NDA021201,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021201,Unknown; Incompetent saphenous veins; Visible varicosity of the great saphenous vein system; Reticular veins; Spider veins,Approved; Approved; Approved; Approved
POLIGLUSAM,9012-76-4,https://drugs.ncats.io/drug/82LKS4QV2Y,6,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""9012%2076%204"")%20AND%20(root_names_name:""%5EPOLIGLUSAM$"")",EXACT NAME,Possibly Marketed Outside US ,"U-max Beauty by VS Shinbi Co., Ltd.",https://www.drugbank.ca/drugs/DB11234,Possibly Marketed Outside US 2012,"U-max Beauty by VS Shinbi Co., Ltd.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0c14e666-7734-4228-9004-403ce2156cb4,,
POLLEN,56-81-5,https://drugs.ncats.io/drug/PDC6A3C0OX,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""56%2081%205"")",ONLY CAS,US Approved OTC ,21 CFR 347.10(h) skin protectant glycerin,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec347-10.xml,US Previously Marketed 1921,Glycerin U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Dry skin or hair,Approved
POLOXALKOL,53637-25-5,N/A,0,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""53637%2025%205"")",ONLY CAS,,,,,,,,
POLOXAMER,53637-25-5,N/A,0,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""53637%2025%205"")",ONLY CAS,,,,,,,,
POLOXAMER 407,691397-13-4,https://drugs.ncats.io/drug/TUF2IVW3M2,39,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""691397%2013%204"")%20AND%20(root_names_name:""%5EPOLOXAMER%20407$"")",EXACT NAME,Possibly Marketed Outside US ,"Natural Care by K&J.C Co., Ltd",https://www.drugbank.ca/drugs/DB11252,Possibly Marketed Outside US 1947,NDA017116,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=808a9d0b-720b-4034-a862-5122ff514608,,
POLYAMINOPROPYL BIGUANIDE,133029-32-0,https://drugs.ncats.io/drug/DT9D8Z79ET,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""133029%2032%200"")",ONLY CAS,Possibly Marketed Outside US ,part333A,https://www.drugbank.ca/drugs/DB15677,Possibly Marketed Outside US 2010,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5996f9b2-18c1-4c8f-a0ab-eca180db61ad,,
POLYCARBOPHIL,9003-97-8,https://drugs.ncats.io/drug/W25LM17A4W,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""9003%2097%208"")",ONLY CAS,US Previously Marketed 1960,Sorboquel by White (Schering),DeHaen 1940-1975 NMEs,US Previously Marketed 1960,Sorboquel by White (Schering),DeHaen 1940-1975 NMEs,,
POLYDEXTROSE,68424-04-4,https://drugs.ncats.io/drug/VH2XOU12IE,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""68424%2004%204"")",ONLY CAS,Possibly Marketed Outside US 1970,"O-Cal FA multivitamin by Pharmics, Inc.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3b24458b-6d48-4cc6-8233-81f173277cb8,Possibly Marketed Outside US 1960,ANDA040424,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=48115c9e-c82f-438d-b178-dce1b73687db,,
POLYETHYLENE,9002-88-4,https://drugs.ncats.io/drug/UG00KM4WR7,4,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""9002%2088%204"")%20AND%20(root_names_name:""%5EPOLYETHYLENE$"")",EXACT NAME,Possibly Marketed Outside US 2003,21 CFR 333D,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f149e3da-2e72-4965-8364-264860ebfca4,Possibly Marketed Outside US 1982,ANDA062124,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=01777cce-37ea-499c-ab13-82041a37ccfc,,
POLYMYXIN B,1404-26-8,https://drugs.ncats.io/drug/J2VZ07J96K,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""1404%2026%208"")",ONLY CAS,US Approved OTC ,21 CFR 333.120 first aid antibiotic:ointment polymyxin b sulfate (combination only),https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec333-120.xml,US Previously Marketed 1951,Aerosporin by Burroughs Wellcome,DeHaen 1940-1975 NMEs,"Acute Infections due to Pseudomonas aeruginosa; Sepsis; Meningeal infections due to H influenzae; Urinary tract infections, E.coli",Approved; Approved; Approved; Approved
POLYQUAD,75345-27-6,https://drugs.ncats.io/drug/6716Z5YR3G,1,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""75345%2027%206"")",ONLY CAS,Possibly Marketed Outside US ,Canada:POLYQUATERNIUM-1,https://tripod.nih.gov/npc/#Download,Possibly Marketed Outside US 2003,21 CFR 349,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ca4d2c43-632d-447d-89bb-4809a3c13f41,,
POLYSORBATE 20,9005-64-5,https://drugs.ncats.io/drug/7T1F30V5YH,6,"https://drugs.ncats.io/substances?q=(root_codes_CAS:""9005%2064%205"")%20AND%20(root_names_name:""%5EPOLYSORBATE%2020$"")",EXACT NAME,US Previously Marketed ,21 CFR 310.527(a) hair loss prevention polysorbate 20,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec310-527.xml,Possibly Marketed Outside US 1978,60-Second Fluoride Mint by Patterson Dental Supply Inc,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ad3685e0-c6f0-49dd-b638-eec7ec7be795,,
