Unnamed: 0,Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?,,
2573,TENOFOVIR_DISOPROXIL,TENOFOVIR DISOPROXIL,https://pubchem.ncbi.nlm.nih.gov/compound/5481350,FEATURED,"201341-05-1, 202138-50-9",No CAS info,COMPOUND,YES,YES,YES,,
2574,TERAZOSIN,TERAZOSIN,https://pubchem.ncbi.nlm.nih.gov/compound/5401,FEATURED,63590-64-7,No CAS info,COMPOUND,YES,YES,YES,,
2575,TERBINAFINE,TERBINAFINE,https://pubchem.ncbi.nlm.nih.gov/compound/1549008,FEATURED,91161-71-6,No CAS info,COMPOUND,YES,YES,YES,,
2576,TERBUTALINE,TERBUTALINE,https://pubchem.ncbi.nlm.nih.gov/compound/5403,FEATURED,23031-25-6,46719-29-3,COMPOUND,YES,YES,YES,,
2577,TERCONAZOLE,TERCONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/441383,FEATURED,67915-31-5,No CAS info,COMPOUND,YES,YES,YES,,
2578,TERFENADINE,TERFENADINE,https://pubchem.ncbi.nlm.nih.gov/compound/5405,FEATURED,50679-08-8,No CAS info,COMPOUND,YES,YES,YES,,
2579,TERIFLUNOMIDE,TERIFLUNOMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/54684141,FEATURED,"163451-81-8, 108605-62-5",210165-52-9,COMPOUND,YES,YES,YES,,
2580,TERIPARATIDE,TERIPARATIDE,https://pubchem.ncbi.nlm.nih.gov/compound/Teriparatide,FEATURED,52232-67-4,"267417-73-2, 289470-84-4, 54651-28-4, 64428-48-4, 70212-84-9",COMPOUND,MISSING,YES,YES,,
2581,TERMINALIA_CHEBULA,TERMINALIA CHEBULA,https://pubchem.ncbi.nlm.nih.gov/compound/Terminalia%20chebula%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
2582,TERPIN_HYDRATE,TERPIN HYDRATE,https://pubchem.ncbi.nlm.nih.gov/compound/17141,FEATURED,"8006-39-1, 2451-01-6",No CAS info,COMPOUND,YES,YES,YES,,
2583,TESAMORELIN,TESAMORELIN,https://pubchem.ncbi.nlm.nih.gov/compound/Tesamorelin,FEATURED,218949-48-5,"775305-79-8, 804475-66-9",COMPOUND,MISSING,YES,YES,,
2584,TESTOLACTONE,TESTOLACTONE,https://pubchem.ncbi.nlm.nih.gov/compound/13769,FEATURED,968-93-4,No CAS info,COMPOUND,YES,YES,YES,,
2585,TESTOSTERONE,TESTOSTERONE,https://pubchem.ncbi.nlm.nih.gov/compound/6013,FEATURED,58-22-0,1050678-68-6,COMPOUND,YES,YES,YES,,
2586,TETANUS_TOXIN_NOSODE,TETANUS TOXIN NOSODE,https://pubchem.ncbi.nlm.nih.gov/substance/483932271,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
2587,TETRABENAZINE,TETRABENAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/6018,FEATURED,"718635-93-9, 58-46-8, 1392826-25-3",No CAS info,COMPOUND,YES,YES,YES,,
2588,TETRACAINE,TETRACAINE,https://pubchem.ncbi.nlm.nih.gov/compound/5411,FEATURED,94-24-6,No CAS info,COMPOUND,YES,YES,YES,,
2589,TETRACOSACTIDE,TETRACOSACTIDE,https://pubchem.ncbi.nlm.nih.gov/compound/16133802,FEATURED,16960-16-0,No CAS info,COMPOUND,YES,YES,YES,,
2590,TETRACYCLINE,TETRACYCLINE,https://pubchem.ncbi.nlm.nih.gov/compound/54675776,FEATURED,60-54-8,"6591-49-7, 1172112-85-4, 6591-49-7, 929020-51-9",COMPOUND,YES,YES,YES,,
2591,TETRADECYL_SULFATE,TETRADECYL SULFATE,https://pubchem.ncbi.nlm.nih.gov/compound/4205037,FEATURED,"139-88-8, 1191-50-0",No CAS info,COMPOUND,NO,MISSING,NO,,
2592,TETRASTARCH,TETRASTARCH,https://pubchem.ncbi.nlm.nih.gov/compound/Hydroxyethyl%20Starch%20130/0.4,FEATURED,9005-27-0,"115252-32-9, 1415795-12-8, 204144-00-3, 39363-84-3, 39363-85-4, 62253-20-7, 73666-73-6, 87140-13-4, 9057-07-2, 936087-55-7, 936087-60-4",COMPOUND,MISSING,NO,NO,,
2593,TETRYLAMMONIUM,TETRYLAMMONIUM,https://pubchem.ncbi.nlm.nih.gov/compound/5413,FEATURED,"66-40-0, 1185-59-7",No CAS info,COMPOUND,YES,YES,YES,,
2594,TETRYZOLINE,TETRYZOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/5419,FEATURED,"84-22-0, 67731-53-7",67731-52-6,COMPOUND,YES,YES,YES,,
2595,TEUCRIUM_SCORODONIA,TEUCRIUM SCORODONIA,https://pubchem.ncbi.nlm.nih.gov/compound/Teucrium%20scorodonia%20flowering%20top,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
2596,TEZACAFTOR,TEZACAFTOR,https://pubchem.ncbi.nlm.nih.gov/compound/46199646,FEATURED,1152311-62-0,No CAS info,COMPOUND,YES,YES,YES,,
2597,THALIDOMIDE,THALIDOMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5426,FEATURED,"50-35-1, 841-67-8, 2614-06-4","14088-68-7, 731-40-8",COMPOUND,YES,YES,YES,,
2598,THEANINE,THEANINE,https://pubchem.ncbi.nlm.nih.gov/compound/439378,FEATURED,3081-61-6,No CAS info,COMPOUND,YES,YES,YES,,
2599,THEOBROMA_CACAO,THEOBROMA CACAO,https://pubchem.ncbi.nlm.nih.gov/substance/482017901,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
2600,THEOBROMA_GRANDIFLORUM,THEOBROMA GRANDIFLORUM,https://pubchem.ncbi.nlm.nih.gov/substance/482017905,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
2601,THEOBROMINE,THEOBROMINE,https://pubchem.ncbi.nlm.nih.gov/compound/5429,FEATURED,83-67-0,No CAS info,COMPOUND,YES,YES,YES,,
2602,THEOPHYLLINE,THEOPHYLLINE,https://pubchem.ncbi.nlm.nih.gov/compound/2153,FEATURED,"58-55-9, 5967-84-0","1024160-72-2, 111079-49-3, 46157-00-0, 56645-32-0, 75448-53-2, 111079-49-3, 46157-00-0, 75448-53-2",COMPOUND,YES,YES,YES,,
2603,THIAMAZOLE,THIAMAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/1349907,FEATURED,60-56-0,"4708-61-6, 85916-84-3, 85916-84-3",COMPOUND,YES,YES,YES,,
2604,THIAMINE,THIAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/1130,FEATURED,"70-16-6, 59-43-8",No CAS info,COMPOUND,YES,YES,YES,,
2605,THIETHYLPERAZINE,THIETHYLPERAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/5440,FEATURED,"1420-55-9, 1179-69-7",No CAS info,COMPOUND,YES,YES,YES,,
2606,THIOCTIC_ACID,THIOCTIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/864,FEATURED,"1077-28-7, 1200-22-2, 62-46-4","27779-68-6, 62-46-4, 27779-68-6",COMPOUND,YES,YES,YES,,
2607,THIOMERSAL,THIOMERSAL,https://pubchem.ncbi.nlm.nih.gov/compound/16684434,FEATURED,54-64-8,"11004-81-2, 113170-85-7, 130995-49-2, 2141-27-7, 23065-35-2, 25948-50-9, 362653-08-5, 77536-61-9, 8030-32-8, 8030-33-9, 878791-13-0, 11004-81-2, 113170-85-7, 130995-49-2, 2141-27-7, 23065-35-2, 362653-08-5, 77536-61-9, 8030-32-8, 8030-33-9, 878791-13-0",COMPOUND,YES,YES,YES,,
2608,THIOPENTAL,THIOPENTAL,https://pubchem.ncbi.nlm.nih.gov/compound/3000715,FEATURED,"76-75-5, 71-73-8",No CAS info,COMPOUND,YES,YES,YES,,
2609,THIORIDAZINE,THIORIDAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/5452,FEATURED,50-52-2,57129-06-3,COMPOUND,YES,YES,YES,,
2610,THIOTEPA,THIOTEPA,https://pubchem.ncbi.nlm.nih.gov/compound/5453,FEATURED,52-24-4,"1631739-26-8, 639-23-6, 85177-92-0, 1631739-26-8, 85177-92-0",COMPOUND,YES,YES,YES,,
2611,THONZYLAMINE,THONZYLAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/5457,FEATURED,91-85-0,No CAS info,COMPOUND,YES,YES,YES,,
2612,THREONINE,THREONINE,https://pubchem.ncbi.nlm.nih.gov/compound/6288,FEATURED,"72-19-5, 80-68-2, 7013-32-3","1043597-96-1, 13095-55-1, 1370710-06-7, 154605-64-8, 154605-68-2, 1644578-86-8, 25275-17-6, 36676-50-3, 1187422-62-3, 31138-27-9, 5090-44-8, 1043597-96-1, 13095-55-1, 1370710-06-7, 154605-64-8, 154605-68-2, 1644578-86-8, 25275-17-6, 7004-04-8",COMPOUND,YES,YES,YES,,
2613,THROAT_LOZENGES,THROAT LOZENGES,https://pubchem.ncbi.nlm.nih.gov/compound/996,RELEVANT,"108-95-2, 27073-41-2, 73607-76-8, 2122-46-5","14534-23-7, 50356-25-7, 8002-07-1, 14534-23-7, 8002-07-1",COMPOUND,NO,NO,NO,,
2614,THROMBIN,THROMBIN,https://pubchem.ncbi.nlm.nih.gov/compound/Thrombin,FEATURED,9002-04-04,"105881-84-3, 53028-63-0, 8050-02-0, 8059-56-1, 9014-41-9, 105881-84-3, 53028-63-0, 8050-02-0, 9014-41-9",COMPOUND,MISSING,YES,YES,,
2615,THROMBIN_ALFA,THROMBIN ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Thrombin%20Alfa,FEATURED,869858-13-9,No CAS info,COMPOUND,MISSING,YES,YES,,
2616,THYMOL,THYMOL,https://pubchem.ncbi.nlm.nih.gov/compound/6989,FEATURED,89-83-8,No CAS info,COMPOUND,YES,YES,YES,,
2617,THYROID_GLAND,THYROID GLAND,https://pubchem.ncbi.nlm.nih.gov/substance/483934575,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
2618,THYROTROPIN_ALFA,THYROTROPIN ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Thyrotropin%20Alfa,FEATURED,194100-83-9,No CAS info,COMPOUND,MISSING,YES,YES,,
2619,TIABENDAZOLE,TIABENDAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5430,FEATURED,148-79-8,"1135441-27-8, 123242-33-1, 145316-67-2, 8018-04-0, 8027-10-9, 8028-27-1, 94977-06-7, 98002-42-7, 1135441-27-8, 123242-33-1, 145316-67-2, 1983131-69-6, 8018-04-0, 8027-10-9, 8028-27-1, 94977-06-7, 98002-42-7, 1135441-27-8, 123242-33-1, 145316-67-2, 8018-04-0, 8027-10-9, 94977-06-7, 98002-42-7",COMPOUND,YES,YES,YES,,
2620,TIAGABINE,TIAGABINE,https://pubchem.ncbi.nlm.nih.gov/compound/60648,FEATURED,115103-54-3,No CAS info,COMPOUND,YES,YES,YES,,
2621,TICAGRELOR,TICAGRELOR,https://pubchem.ncbi.nlm.nih.gov/compound/9871419,FEATURED,274693-27-5,No CAS info,COMPOUND,YES,YES,YES,,
2622,TICARCILLIN,TICARCILLIN,https://pubchem.ncbi.nlm.nih.gov/compound/36921,FEATURED,34787-01-4,No CAS info,COMPOUND,YES,YES,YES,,
2623,TICLOPIDINE,TICLOPIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/5472,FEATURED,55142-85-3,No CAS info,COMPOUND,YES,YES,YES,,
2624,TIGECYCLINE,TIGECYCLINE,https://pubchem.ncbi.nlm.nih.gov/compound/Tigecycline,FEATURED,220620-09-7,No CAS info,COMPOUND,MISSING,YES,YES,,
2625,TILACTASE,TILACTASE,https://pubchem.ncbi.nlm.nih.gov/compound/Lactase,FEATURED,9031-11-02,121854-92-0,COMPOUND,MISSING,YES,YES,,
2626,TILDRAKIZUMAB,TILDRAKIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Tildrakizumab,FEATURED,1326244-10-3,No CAS info,COMPOUND,MISSING,YES,YES,,
2627,TILUDRONIC_ACID,TILUDRONIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/60937,FEATURED,89987-06-4,96538-83-9,COMPOUND,YES,YES,YES,,
2628,TIMOLOL,TIMOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/33624,FEATURED,26839-75-8,"131628-37-0, 194288-09-0, 131628-37-0",COMPOUND,YES,YES,YES,,
2629,TIN,TIN,https://pubchem.ncbi.nlm.nih.gov/source/AKos%20Consulting%20&%20Solutions,FEATURED,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
2630,TINIDAZOLE,TINIDAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5479,FEATURED,"148159-84-6, 19387-91-8",No CAS info,COMPOUND,YES,YES,YES,,
2631,TINOSPORA_CORDIFOLIA,TINOSPORA CORDIFOLIA,https://pubchem.ncbi.nlm.nih.gov/compound/Tinospora%20cordifolia%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
2632,TINZAPARIN,TINZAPARIN,https://pubchem.ncbi.nlm.nih.gov/compound/Tinzaparin,FEATURED,"9005-49-6, 9041-08-1","104521-37-1, 11078-24-3, 1108625-99-5, 1108626-06-7, 11129-39-8, 37324-73-5, 9075-96-1, 91449-79-5",COMPOUND,MISSING,YES,YES,,
2633,TIOCONAZOLE,TIOCONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5482,FEATURED,65899-73-2,144025-07-0,COMPOUND,YES,YES,YES,,
2634,TIOGUANINE,TIOGUANINE,https://pubchem.ncbi.nlm.nih.gov/compound/2723601,FEATURED,154-42-7,No CAS info,COMPOUND,YES,YES,YES,,
2635,TIOPRONIN,TIOPRONIN,https://pubchem.ncbi.nlm.nih.gov/compound/5483,FEATURED,1953-02-02,No CAS info,COMPOUND,YES,YES,YES,,
2636,TIOTIXENE,TIOTIXENE,https://pubchem.ncbi.nlm.nih.gov/compound/941651,FEATURED,"3313-26-6, 5591-45-7",No CAS info,COMPOUND,YES,YES,YES,,
2637,TIOTROPIUM_BROMIDE,TIOTROPIUM BROMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5487426,FEATURED,136310-93-5,No CAS info,COMPOUND,YES,YES,YES,,
2638,TIPIRACIL,TIPIRACIL,https://pubchem.ncbi.nlm.nih.gov/compound/6323266,FEATURED,183204-74-2,No CAS info,COMPOUND,YES,YES,YES,,
2639,TIPRANAVIR,TIPRANAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/54682461,FEATURED,174484-41-4,No CAS info,COMPOUND,YES,YES,YES,,
2640,TIROFIBAN,TIROFIBAN,https://pubchem.ncbi.nlm.nih.gov/compound/60947,FEATURED,144494-65-5,151065-53-1,COMPOUND,YES,YES,YES,,
2641,TITANIUM,TITANIUM,https://pubchem.ncbi.nlm.nih.gov/compound/23963,FEATURED,"7440-32-6, 14902-91-1, 14067-04-0","11147-83-4, 12718-64-8, 12794-00-2, 1445772-67-7, 182260-48-6, 195161-81-0, 37246-34-7, 37246-36-9, 37246-37-0, 37261-68-0, 37269-05-9, 37301-57-8, 37333-92-9, 53549-90-9, 54319-51-6, 57854-37-2, 62650-70-8, 67796-94-5, 1445772-67-7, 182260-48-6, 195161-81-0, 53549-90-9, 54319-51-6, 57854-37-2, 62650-70-8, 67796-94-5, 182260-48-6, 195161-81-0, 54319-51-6, 57854-37-2, 62650-70-8, 67796-94-5",COMPOUND,YES,YES,YES,,
2642,TIZANIDINE,TIZANIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/5487,FEATURED,51322-75-9,No CAS info,COMPOUND,YES,YES,YES,,
2643,TOBRAMYCIN,TOBRAMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/36294,FEATURED,"32986-56-4, 11048-13-8, 62169-70-4","11098-01-4, 11111-45-8, 34337-51-4, 37321-13-4, 54330-95-9, 70322-33-7",COMPOUND,YES,YES,YES,,
2644,TOCAINIDE,TOCAINIDE,https://pubchem.ncbi.nlm.nih.gov/compound/38945,FEATURED,"41708-72-9, 53984-26-2, 76213-25-7",No CAS info,COMPOUND,YES,YES,YES,,
2645,TOCILIZUMAB,TOCILIZUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/469690931,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES,,
2646,TOFACITINIB,TOFACITINIB,https://pubchem.ncbi.nlm.nih.gov/compound/9926791,FEATURED,477600-75-2,No CAS info,COMPOUND,YES,YES,YES,,
2647,TOILET_WATER,TOILET WATER,https://pubmed.ncbi.nlm.nih.gov/28334987,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
2648,TOLAZAMIDE,TOLAZAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5503,FEATURED,1156-19-0,No CAS info,COMPOUND,YES,YES,YES,,
2649,TOLAZOLINE,TOLAZOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/5504,FEATURED,59-98-3,No CAS info,COMPOUND,YES,YES,YES,,
2650,TOLBUTAMIDE,TOLBUTAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5505,FEATURED,64-77-7,100735-34-0,COMPOUND,YES,YES,YES,,
2651,TOLCAPONE,TOLCAPONE,https://pubchem.ncbi.nlm.nih.gov/compound/4659569,FEATURED,134308-13-7,No CAS info,COMPOUND,YES,YES,YES,,
2652,TOLMETIN,TOLMETIN,https://pubchem.ncbi.nlm.nih.gov/compound/5509,FEATURED,26171-23-3,87344-04-5,COMPOUND,YES,YES,YES,,
2653,TOLNAFTATE,TOLNAFTATE,https://pubchem.ncbi.nlm.nih.gov/compound/5510,FEATURED,2398-96-1,94256-64-1,COMPOUND,YES,YES,YES,,
2654,TOLTERODINE,TOLTERODINE,https://pubchem.ncbi.nlm.nih.gov/compound/443879,FEATURED,124937-51-5,215929-30-9,COMPOUND,YES,YES,YES,,
2655,TOLU_BALSAM,TOLU BALSAM,https://pubchem.ncbi.nlm.nih.gov/compound/8400,RELEVANT,"119-53-9, 9000-72-0, 8050-35-9, 579-44-2",579-44-2,COMPOUND,NO,NO,NO,,
2656,TOLVAPTAN,TOLVAPTAN,https://pubchem.ncbi.nlm.nih.gov/compound/216237,FEATURED,150683-30-0,No CAS info,COMPOUND,YES,YES,YES,,
2657,TONICS,TONICS,https://pubmed.ncbi.nlm.nih.gov/35800233,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
2658,TOOTHPASTES,TOOTHPASTES,https://pubchem.ncbi.nlm.nih.gov/compound/750,RELEVANT,"56-40-6, 25718-94-9, 18875-39-3","1119449-36-3, 1153953-88-8, 1173020-11-5, 1196157-78-4, 52955-63-2, 57678-19-0, 848646-45-7, 87867-94-5, 1119449-36-3, 1153953-88-8, 1196157-78-4, 52955-63-2, 57678-19-0, 848646-45-7, 87867-94-5",COMPOUND,NO,NO,NO,,
2659,TOPICAL_ANALGESICS,TOPICAL ANALGESICS,https://pubchem.ncbi.nlm.nih.gov/compound/3676,RELEVANT,137-58-6,"8059-42-5, 8059-66-3, 91484-71-8, 8059-66-3, 91484-71-8",COMPOUND,NO,NO,NO,,
2660,TOPICAL_ANTIPRURITIC,TOPICAL ANTIPRURITIC,https://pubchem.ncbi.nlm.nih.gov/bioassay/1277564,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
2661,TOPICAL_DERMATOLOGICAL_ANTISEPTIC/DISINFECTANT,TOPICAL DERMATOLOGICAL ANTISEPTIC/DISINFECTANT,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
2662,TOPIRAMATE,TOPIRAMATE,https://pubchem.ncbi.nlm.nih.gov/compound/5284627,FEATURED,97240-79-4,No CAS info,COMPOUND,YES,YES,YES,,
2663,TOPOTECAN,TOPOTECAN,https://pubchem.ncbi.nlm.nih.gov/compound/60700,FEATURED,"123948-87-8, 119413-54-6","133242-28-1, 138121-88-7",COMPOUND,YES,YES,YES,,
2664,TORASEMIDE,TORASEMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/41781,FEATURED,56211-40-6,No CAS info,COMPOUND,YES,YES,YES,,
2665,TOREMIFENE,TOREMIFENE,https://pubchem.ncbi.nlm.nih.gov/compound/3005573,FEATURED,89778-26-7,98644-21-4,COMPOUND,YES,YES,YES,,
2666,TOSITUMOMAB,TOSITUMOMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101881,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
2667,TOSITUMOMAB_IODINE-131,TOSITUMOMAB IODINE-131,https://pubchem.ncbi.nlm.nih.gov/substance/472397973,RELEVANT,192391-48-3,No CAS info,SUBSTANCE,YES,YES,YES,,
2668,TOXICODENDRON_PUBESCENS,TOXICODENDRON PUBESCENS,https://pubchem.ncbi.nlm.nih.gov/substance/483924563,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
2669,TOXICODENDRON_RADICANS,TOXICODENDRON RADICANS,https://pubchem.ncbi.nlm.nih.gov/substance/482019093,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
2670,TRABECTEDIN,TRABECTEDIN,https://pubchem.ncbi.nlm.nih.gov/compound/108150,FEATURED,114899-77-3,No CAS info,COMPOUND,YES,YES,YES,,
2671,TRAMADOL,TRAMADOL,https://pubchem.ncbi.nlm.nih.gov/compound/33741,FEATURED,"123154-38-1, 27203-92-5","113683-92-4, 73806-46-9, 46941-74-6",COMPOUND,YES,YES,YES,,
2672,TRAMETES_VERSICOLOR,TRAMETES VERSICOLOR,https://pubchem.ncbi.nlm.nih.gov/substance/482017385,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
2673,TRAMETINIB,TRAMETINIB,https://pubchem.ncbi.nlm.nih.gov/compound/11707110,FEATURED,871700-17-3,1204531-14-5,COMPOUND,YES,YES,YES,,
2674,TRANDOLAPRIL,TRANDOLAPRIL,https://pubchem.ncbi.nlm.nih.gov/compound/5484727,FEATURED,87679-37-6,No CAS info,COMPOUND,YES,YES,YES,,
2675,TRANEXAMIC_ACID,TRANEXAMIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/Tranexamic%20Acid,FEATURED,1197-18-8,No CAS info,COMPOUND,MISSING,YES,YES,,
2676,TRANILAST,TRANILAST,https://pubchem.ncbi.nlm.nih.gov/compound/5282230,FEATURED,53902-12-8,No CAS info,COMPOUND,YES,YES,YES,,
2677,TRANYLCYPROMINE,TRANYLCYPROMINE,https://pubchem.ncbi.nlm.nih.gov/compound/19493,FEATURED,"3721-26-4, 155-09-9, 3721-28-6",95-62-5,COMPOUND,YES,YES,YES,,
2678,TRASTUZUMAB,TRASTUZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Trastuzumab,FEATURED,"180288-69-1, 23713-48-6",No CAS info,COMPOUND,MISSING,YES,YES,,
2679,TRASTUZUMAB_EMTANSINE,TRASTUZUMAB EMTANSINE,https://pubchem.ncbi.nlm.nih.gov/compound/Trastuzumab%20Emtansine,FEATURED,1018448-65-1,No CAS info,COMPOUND,MISSING,YES,YES,,
2680,TRAVOPROST,TRAVOPROST,https://pubchem.ncbi.nlm.nih.gov/compound/5282226,FEATURED,157283-68-6,207742-69-6,COMPOUND,YES,YES,YES,,
2681,TRAZODONE,TRAZODONE,https://pubchem.ncbi.nlm.nih.gov/compound/5533,FEATURED,19794-93-5,No CAS info,COMPOUND,YES,YES,YES,,
2682,TREPROSTINIL,TREPROSTINIL,https://pubchem.ncbi.nlm.nih.gov/compound/6918140,FEATURED,"81846-19-7, 289480-64-4",No CAS info,COMPOUND,YES,YES,YES,,
2683,TRETINOIN,TRETINOIN,https://pubchem.ncbi.nlm.nih.gov/compound/444795,FEATURED,"302-79-4, 97950-17-9","187175-63-9, 56573-65-0, 7005-78-9, 56573-65-0, 7005-78-9",COMPOUND,YES,YES,YES,,
2684,TRIACETIN,TRIACETIN,https://pubchem.ncbi.nlm.nih.gov/compound/5541,FEATURED,102-76-1,2102168-03-4,COMPOUND,YES,YES,YES,,
2685,TRIAMCINOLONE,TRIAMCINOLONE,https://pubchem.ncbi.nlm.nih.gov/compound/31307,FEATURED,"124-94-7, 51855-44-8",83474-03-7,COMPOUND,YES,YES,YES,,
2686,TRIAMCINOLONE_ACETONIDE,TRIAMCINOLONE ACETONIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6436,FEATURED,76-25-5,"13586-95-3, 138265-06-2, 8054-16-8, 911437-91-7",COMPOUND,YES,YES,YES,,
2687,TRIAMCINOLONE_HEXACETONIDE,TRIAMCINOLONE HEXACETONIDE,https://pubchem.ncbi.nlm.nih.gov/compound/21826,FEATURED,5611-51-8,No CAS info,COMPOUND,YES,YES,YES,,
2688,TRIAMTERENE,TRIAMTERENE,https://pubchem.ncbi.nlm.nih.gov/compound/5546,FEATURED,396-01-0,No CAS info,COMPOUND,YES,YES,YES,,
2689,TRIAZOLAM,TRIAZOLAM,https://pubchem.ncbi.nlm.nih.gov/compound/5556,FEATURED,28911-01-5,No CAS info,COMPOUND,YES,YES,YES,,
2690,TRIBULUS_TERRESTRIS,TRIBULUS TERRESTRIS,https://pubchem.ncbi.nlm.nih.gov/compound/10125785,RELEVANT,90131-68-3,No CAS info,COMPOUND,NO,NO,NO,,
2691,TRICHLORMETHIAZIDE,TRICHLORMETHIAZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5560,FEATURED,133-67-5,96782-89-7,COMPOUND,YES,YES,YES,,
2692,TRICHLOROACETIC_ACID,TRICHLOROACETIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/6421,FEATURED,1976-03-09,No CAS info,COMPOUND,YES,YES,YES,,
2693,TRICHLOROFLUORO-METHANE,TRICHLOROFLUORO-METHANE,https://pubmed.ncbi.nlm.nih.gov/1143496,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
2694,TRICHOPHYTON,TRICHOPHYTON,https://pubchem.ncbi.nlm.nih.gov/substance/483937245,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
2695,TRICLOCARBAN,TRICLOCARBAN,https://pubchem.ncbi.nlm.nih.gov/compound/7547,FEATURED,101-20-2,No CAS info,COMPOUND,YES,YES,YES,,
2696,TRICLOSAN,TRICLOSAN,https://pubchem.ncbi.nlm.nih.gov/compound/5564,FEATURED,3380-34-5,"112099-35-1, 1155174-27-8, 164325-69-3, 261921-78-2, 88032-08-0",COMPOUND,YES,YES,YES,,
2697,TRIENTINE,TRIENTINE,https://pubchem.ncbi.nlm.nih.gov/compound/5565,FEATURED,112-24-3,"105093-20-7, 110670-33-2, 1309612-46-1, 1404190-34-6, 14175-14-5, 150139-02-9, 1821166-92-0, 193487-08-0, 2245055-56-3, 39421-77-7, 442681-17-6, 71124-11-3, 801997-18-2, 105093-20-7, 110670-33-2, 1309612-46-1, 1404190-34-6, 14175-14-5, 1821166-92-0, 193487-08-0, 39421-77-7, 71124-11-3, 801997-18-2",COMPOUND,YES,YES,YES,,
2698,TRIFLUOPERAZINE,TRIFLUOPERAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/5566,FEATURED,117-89-5,No CAS info,COMPOUND,YES,YES,YES,,
2699,TRIFLUPROMAZINE,TRIFLUPROMAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/5568,FEATURED,146-54-3,No CAS info,COMPOUND,YES,YES,YES,,
2700,TRIFLURIDINE,TRIFLURIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/6256,FEATURED,70-00-8,No CAS info,COMPOUND,YES,YES,YES,,
